Tweet,Suicide,Cleaned_Tweet
"@Overspill Well, can you link me to it anyway???",Not Suicide post,well link anyway
if i tell a psychiatrist that i am suicidal will they immediately have me shipped away and handcuffed to a bed i always lie,Potential Suicide post ,tell psychiatrist suicidal immediately shipped away handcuffed bed always lie
Fucking hell - Prada saved the day!!!,Not Suicide post,fucking hell prada saved day
Where are the easter eggs,Not Suicide post,easter egg
RT @poemsandthongs: the kinda bad bitch that's ready to die anyday now,Potential Suicide post ,rt kinda bad bitch thats ready die anyday
I am so sick and tired of being blamed for everything that I am actually waiting for the day I die.,Potential Suicide post ,sick tired blamed everything actually waiting day die
@rowanberry ohhh sending loads of Positive vibes your way,Not Suicide post,ohhh sending load positive vibe way
@BoomBoxBindery All I have to say about studio setup is that I'd die without my flat files. Designed my whole studio around them.,Not Suicide post,say studio setup id die without flat file designed whole studio around
RT @ImHorny32503587: #HornyFact I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just haâ¦,Potential Suicide post ,rt im fucking tired living im smart im athletic im attractive im talented ha
@jordandossett tell me about it! we're going to try that PureSleep mouth piece on TV - will let you know if/how it works,Not Suicide post,tell going try puresleep mouth piece tv let know ifhow work
@R_Elisewrites Congratulations on all of your accomplishments! You are an amazing person inside and out! â¤ï¸ https://t.co/98Mt8DiI7d,Not Suicide post,congratulation accomplishment amazing person inside
"@tpgraham that's pretty cool, man. I'm not a fan, but lossless FTW! I'll check it out ...",Not Suicide post,thats pretty cool man im fan lossless ftw ill check
Random thought #471729.I'm so glad I live in the time of GPS on my cell and navi in my car bc NOTHING confused me mâ¦ https://t.co/QwvphlC58Q,Potential Suicide post ,random thought im glad live time gps cell navi car bc nothing confused
@janakidasa1 @BeecheyPat @central_cap @LevequeThots It is sickening. What is sickening is we elect ppl like the libâ¦ https://t.co/v8PzGBUglY,Potential Suicide post ,sickening sickening elect ppl like lib
"@CollinB63,,Everyone says im better off but I dont want to be. I dont think that. It doesnt quite matter what I think anymore. So we out here.",Potential Suicide post ,everyone say im better dont want dont think doesnt quite matter think anymore
Landed in Belfast. It's wee this wee that,Not Suicide post,landed belfast wee wee
"@GreigWells Haha, they are a flamin distraction",Not Suicide post,haha flamin distraction
@toodamnninja uhuhhhh. word fail. it's 'shipwreck in the sand'. obviously too early,Not Suicide post,uhuhhhh word fail shipwreck sand obviously early
Plans have changed for the better... out for a MTB ride in the sunshine now,Not Suicide post,plan changed better mtb ride sunshine
i want to fucking die,Potential Suicide post ,want fucking die
my uni is playing POTC outside and free hotX buns. i feel lovvvved,Not Suicide post,uni playing potc outside free hotx bun feel lovvvved
"@MmmBaileys Have a good day Jessie, and I'll tell you for why, it's your birthday!",Not Suicide post,good day jessie ill tell birthday
@Vince_Craine Glad to see you've toned down your sell. Still like the software,Not Suicide post,glad see youve toned sell still like software
"â¢and Iâm so sick of love songs, so tired of tears. Iâm so done with wishing, you were still here.",Potential Suicide post ,im sick love song tired tear im done wishing still
"@malhere hope u have a good ride if the weather is decent, if only the weather was like that where I live",Not Suicide post,hope u good ride weather decent weather like live
"Second, some people will still want their food grown the old-fashioned way, just like how I buy heritage meats and heirloom seeds.",Not Suicide post,second people still want food grown oldfashioned way like buy heritage meat heirloom seed
@effyobie STOP SPEAKING IN SUCH A SOPHISTICATED WAY PLEASE. it's hard for me to keep up!!,Not Suicide post,stop speaking sophisticated way please hard keep
"sitting in the sun, baking in 30 degrees - wonderful",Not Suicide post,sitting sun baking degree wonderful
@suitelifeofkell haha me too! it reminds me and my daddy of the monkee's old show same here can't wait! lol. WHATTT?,Not Suicide post,haha reminds daddy monkees old show cant wait lol whattt
i cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depressed constantly exhausted i havent filled out any of my college applications because i didnt even plan on living this long i just want to die so i can stop disgracing my family and inconveniencing my mom i kind of want to be a ballistician they look at bullets from dead bodies to see what gun it came out of but honestly i am more likely to be the subject of one and i dont have any friends in or out of school why am i like this,Potential Suicide post ,cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depressed constantly exhausted havent filled college application didnt even plan living long want die stop disgracing family inconveniencing mom kind want ballistician look bullet dead body see gun came honestly likely subject one dont friend school like
"Offense or Defense , passive or violent. I cut my wrist and my heartbeat is silent",Potential Suicide post ,offense defense passive violent cut wrist heartbeat silent
DCU SU elections today,Not Suicide post,dcu su election today
im so tired of living. whats the point of me living if i keep whining,Potential Suicide post ,im tired living whats point living keep whining
i shouldnt want to kill myself i have so many advantages in life all of my immediate family is alive and still involved in my life i have several friends who i frequently talk to i make more than enough money to live on easily but every night i go home and drink hoping i will forget about how much i just want it all to end every single moment that i am sober i spend thinking that people might actually see me for who i really am a lazy waste of space who lucked into success and wheni amdrunk i worry that people will find out thati am trying to slowly kill myself with alcohol fuck i always thought if i could just be successful i would be happy well i am not,Potential Suicide post ,shouldnt want kill many advantage life immediate family alive still involved life several friend frequently talk make enough money live easily every night go home drink hoping forget much want end every single moment sober spend thinking people might actually see really lazy waste space lucked success wheni amdrunk worry people find thati trying slowly kill alcohol fuck always thought could successful would happy well
totally craving chocolate and starbucks...only 4 days left,Not Suicide post,totally craving chocolate starbucksonly day left
"@SpiritScribbler,,I dont think I want to be on Twitter anymore. I'm not adding to anyone's life here.",Potential Suicide post ,dont think want twitter anymore im adding anyones life
RT @dccc: BREAKING: Democrats just FLIPPED #CA10 from #RedToBlue!!! Big congratulations to Congressman-elect @joshua_harder! #Midterms2018â¦,Not Suicide post,rt breaking democrat flipped big congratulation congressmanelect
i am not sure if it s normal to consider suicide on a normal basis i m an engineer for a larger corporation and lately i ve been thinking what s the point at all ,Potential Suicide post ,sure normal consider suicide normal basis engineer larger corporation lately thinking point
@EARom Voted for 'Entry #9 - ellisdabomb #4' - that was incredible...might have to play some FIFA now,Not Suicide post,voted entry ellisdabomb incrediblemight play fifa
me: i want to die and be dead,Potential Suicide post ,want die dead
@XirthTv The girl I was fucking with the one that made me not kill myself a night I was just done is out of being institutionalized,Potential Suicide post ,girl fucking one made kill night done institutionalized
i got 3 hours of sleep last night. double shot latte and i'm good,Not Suicide post,got hour sleep last night double shot latte im good
@turnitgrey oh gosh. I didn't think you were that old. oh well I'll still like you when your 25 hahaha.,Not Suicide post,oh gosh didnt think old oh well ill still like hahaha
i have to go now.... make up duty for tomorrow...... goodnight to all....,Not Suicide post,go make duty tomorrow goodnight
@Ingermaaike aww thank you,Not Suicide post,aww thank
i have bipolar 2 disorder and i have become hyper aware of my mood swings they get bad enough where i can barely get out of bed talk to my friends or even work and during the manic episodes i dont sleep maybe 34 hours at night my mind races i make highly unrealistic goals and then get hit again with the crippling depression ,Potential Suicide post ,bipolar disorder become hyper aware mood swing get bad enough barely get bed talk friend even work manic episode dont sleep maybe hour night mind race make highly unrealistic goal get hit crippling depression
"RT @petun1ia: I have nothing to live for dude, shits so sad.",Potential Suicide post ,rt nothing live dude shit sad
"@cmgangrel typical metro, can't even get that right.",Not Suicide post,typical metro cant even get right
is an awesome photographer,Not Suicide post,awesome photographer
is excited for two more sleeps any she doesn't have to wear the stupid goggles to bed anymore.,Not Suicide post,excited two sleep doesnt wear stupid goggles bed anymore
I GET IT WOOOOOOOOOOOO,Not Suicide post,get woooooooooooo
I just wanna goto that concert so damn bad but would hate myself if I spent $300 on that ticket right now,Potential Suicide post ,wan na goto concert damn bad would hate spent ticket right
@Mwmyn I would say philosophical,Not Suicide post,would say philosophical
RT @llvv0i: I am not correcting anything I just live my life calmly and I have nothing to do with what is going on this miserable world,Potential Suicide post ,rt correcting anything live life calmly nothing going miserable world
"oh shit!! this could get out of hand and theres no dancing at my place!! no hoe down, no shindig! nada",Not Suicide post,oh shit could get hand there dancing place hoe shindig nada
@Boddingtons see ya Anastasia!! have a marvellous day,Not Suicide post,see ya anastasia marvellous day
Need to fucking move out already tired of being told what to when to do it and most of all not having a fucking rooâ¦ https://t.co/5ViKK3uu20,Potential Suicide post ,need fucking move already tired told fucking roo
@beelarge I should have mine today then,Not Suicide post,mine today
I am so sick and tired of living. https://t.co/w8r1DtTjBi,Potential Suicide post ,sick tired living
@rosskie so far it has been all shopping more again today heehee what u up to?,Not Suicide post,far shopping today heehee u
@priyank_acharya @JPNadda World has got the right path celebrating D 'Matri pitri pujan diwas' started by #Bapuji.,Not Suicide post,world got right path celebrating matri pitri pujan diwas started
"cya all later crew, i got a bit of work to do",Not Suicide post,cya later crew got bit work
@mileycyrus you're up early.... or out late haha,Not Suicide post,youre early late haha
gonna go to school. be back around 4,Not Suicide post,gon na go school back around
homework ALL day... 2 assignments due by 4:30 (but they're almost done!),Not Suicide post,homework day assignment due theyre almost done
so i have been in a suicide rehab center for the last month i am just over life it is not sadness or depression i just give up it would just be easier to be dead ,Potential Suicide post ,suicide rehab center last month life sadness depression give would easier dead
"Congratulations, Jim! I'm a great editor, not a great media artist.",Not Suicide post,congratulation jim im great editor great medium artist
is now washed and dressed,Not Suicide post,washed dressed
"For the past week Iâll Iâve been thinking about is nothing. I want to disappear, why do I feel so trapped in the liâ¦ https://t.co/Xqh6rLAcms",Potential Suicide post ,past week ill ive thinking nothing want disappear feel trapped li
What did you want me to say?,Not Suicide post,want say
"The one damn time I donât watch RAW, Becky and the Smackdown womenâs division attack the RAW womenâs division and Bâ¦ https://t.co/YSb2Eq2QAb",Potential Suicide post ,one damn time dont watch raw becky smackdown woman division attack raw woman division b
Leaving House now gonna switch to texts,Not Suicide post,leaving house gon na switch text
yumm jeremy kyle and a bacon sandwich,Not Suicide post,yumm jeremy kyle bacon sandwich
I'm not really feeling the whole 'going to class and being productive' thing today....hooky?!,Not Suicide post,im really feeling whole going class productive thing todayhooky
RT @revolwoc: @sh_tbritttsays *que screamo voice* SO CUT MY WRIST AND BLACK MY EYES,Potential Suicide post ,rt que screamo voice cut wrist black eye
"RT @JeffFlake: Congratulations to @kyrstensinema on a race well run, and won. Itâs been a wonderful honor representing Arizona in the Senatâ¦",Not Suicide post,rt congratulation race well run wonderful honor representing arizona senat
loves the weather and goes on a bike tour with her doggy now,Not Suicide post,love weather go bike tour doggy
goodnight i really want to fucking kill myself,Potential Suicide post ,goodnight really want fucking kill
FUCK YOU I FUCKING HATE YOU,Potential Suicide post ,fuck fucking hate
Canât believe I lost my damn car keys smh mind you the damn house key is on there ð this is the 2nd time my drunk aâ¦ https://t.co/EaZ8urlp7o,Potential Suicide post ,cant believe lost damn car key smh mind damn house key nd time drunk
muttering i wanna die to myself daily for a few months now i feel worthless shes my soulmate i cant live in this horrible world without her i am so lonely i wish i could just turn off the part of my brain that feels ,Potential Suicide post ,muttering wan na die daily month feel worthless shes soulmate cant live horrible world without lonely wish could turn part brain feel
That skill takes time and iq. As a center he could run other bigs off the floor and force other teams to go small aâ¦ https://t.co/i0I3FKsgBt,Potential Suicide post ,skill take time iq center could run bigs floor force team go small
Do everything with a good heart and expect nothing in return and you will never be disappointed.,Not Suicide post,everything good heart expect nothing return never disappointed
Make sure you email me to enter this month's giveaway - makeup from Pink Quartz Minerals!!,Not Suicide post,make sure email enter month giveaway makeup pink quartz mineral
"anyway if you cant accept that ive MOVED ON FROM YOU SICKOS, go fuck yourself, ill just keep avoiding your sorry asses",Potential Suicide post ,anyway cant accept ive moved sickos go fuck ill keep avoiding sorry ass
"@richardsedley I'm absolutely interested! I'll shoot you my info in a DM, or of course feel free to share it in a reply and I'll retweet.",Not Suicide post,im absolutely interested ill shoot info dm course feel free share reply ill retweet
"@MSNBC @NBCNews ""I accepted benefits from a hostile foreign government and conspired with Michael Cohen to violateâ¦ https://t.co/fxJEjOi74P",Potential Suicide post ,accepted benefit hostile foreign government conspired michael cohen violate
@caitlinh38 Caution: It can be addictive,Not Suicide post,caution addictive
RT @Shen_the_Bird: doctor: i'm afraid he may never wake up from his coma,Potential Suicide post ,rt doctor im afraid may never wake coma
GOD! CAN U HERME IM TIRED PLEASE KILL ME I WANT DIE,Potential Suicide post ,god u herme im tired please kill want die
@jethron5000 hahah yeah see i told you! coffee bean's chocolate ice blended is way better! let me know how's the show tonight,Not Suicide post,hahah yeah see told coffee bean chocolate ice blended way better let know hows show tonight
"w00t! Matt Elliot (Third Eye Foundation) playing GRV tonight Early gig (first act 8.15, curfew 10.30), if anyone fancies?",Not Suicide post,wt matt elliot third eye foundation playing grv tonight early gig first act curfew anyone fancy
I keep fucking up what matters the most to me and I fucking hate myself so god damn much for being like that,Potential Suicide post ,keep fucking matter fucking hate god damn much like
@chrisgarrett I'm up for it! can't wait to here more details,Not Suicide post,im cant wait detail
everything is okay but nothing feels okay i ve always been a bit unhappy as a kid too i think although i can t remember much of my childhood i dont want to kill myself but sometimes that thought just comes creeping and it scares me a little a few weeks ago a problem came up it was a financial problem quite fixable but i just couldn t handle it i tied myself a noose and everything i was gonna do it i was all alone in the house with my dog so there was really no one that would be able to stop me i didnt do anything but i felt like i could have done it completely on impulse over a fixable problem leaving behind everything i love and my hopeful future i feel it now too creeping up on me everything should be fine but i cant help the feeling that i should just do it like everything would be easier for everyone if they would just realize how little they need me ,Potential Suicide post ,everything okay nothing feel okay always bit unhappy kid think although remember much childhood dont want kill sometimes thought come creeping scare little week ago problem came financial problem quite fixable handle tied noose everything gon na alone house dog really one would able stop didnt anything felt like could done completely impulse fixable problem leaving behind everything love hopeful future feel creeping everything fine cant help feeling like everything would easier everyone would realize little need
@wimcoekaerts Shouldn't that be life in the 'car pool lane' my friend ?,Not Suicide post,shouldnt life car pool lane friend
@gfrdtagon also again i hate making a comeback to rp bcs i caused many bad things that shudnt have happened:(:( bubâ¦ https://t.co/eqirspU9fo,Potential Suicide post ,also hate making comeback rp bcs caused many bad thing shudnt happened bub
me as a future therapist: damn :/ it be like that sometimes,Potential Suicide post ,future therapist damn like sometimes
@erickaaa haha awww. i had amazing pizza 2day for much after my photoshoot =D i will take u out hehe..u gonna answer ur fone 2night? xx,Not Suicide post,haha amazing pizza day much photoshoot take u heheu gon na answer ur fone night xx
@jodonahue Yes it is!,Not Suicide post,yes
@dareanderae I love you ððð,Not Suicide post,love
@petemc My Mrs is always telling me off for this - sit and enjoy the moment instead of trying to take photos of it!!!,Not Suicide post,mr always telling sit enjoy moment instead trying take photo
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",Potential Suicide post ,wait take back fucking hate living markham want actually kill damn
@modejunkie awww sweetness! But he's still a cutie!,Not Suicide post,awww sweetness he still cutie
@mikeyway Cute,Not Suicide post,cute
Life's so short man I couldnt stress enough how important it is for you to live your love with peace and good energy!,Not Suicide post,life short man couldnt stress enough important live love peace good energy
@Treenz22 @mynameislloyd @fritzanator Awesome time tonight. I knew you would check twitter before bed. Ha Ha,Not Suicide post,awesome time tonight knew would check twitter bed ha ha
I like the sound of my new job title. Inventory manager.,Not Suicide post,like sound new job title inventory manager
RT @mercurymalek: i fucking BEG YOU just leave me here to die I DESERVE IT https://t.co/kFBttqboUe,Potential Suicide post ,rt fucking beg leave die deserve
RT @palestinianho: patient: i hate myself and i want to die,Potential Suicide post ,rt patient hate want die
"@UnclaimedAna2 The worst part is I tire easily and I love napping. Fortunately I donât get tired until after work,â¦ https://t.co/EyDeIthBBG",Potential Suicide post ,worst part tire easily love napping fortunately dont get tired work
http://twitpic.com/2y9iv - When Chelsea brings me chocolate and diet coke I'm happy again,Not Suicide post,chelsea brings chocolate diet coke im happy
I think she was merely directing the comment at you because she thought you might want to know.,Not Suicide post,think merely directing comment thought might want know
I do not want all this.,Not Suicide post,want
Sometimes youâll never know how bad you fucked up until one day you wake up with nothing,Potential Suicide post ,sometimes youll never know bad fucked one day wake nothing
RT @cparham65: Liberals say conservatives are evil. NOTHINGâs further from the truth! We believe in âlive &amp; let liveâ. Libs think that bigâ¦,Potential Suicide post ,rt liberal say conservative evil nothing truth believe live amp let live libs think big
"@youractionlink,Utah,Want to take that perfect selfie? Hereâs what you should be looking for in your phone camera!",Potential Suicide post ,utahwant take perfect selfie here looking phone camera
"#FreeKaavan Another year has passed and I am still alone, sad and suffering. Will I ever live with dignity? Or willâ¦ https://t.co/bk4rdiwZSc",Potential Suicide post ,another year passed still alone sad suffering ever live dignity
"I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right?â¦ https://t.co/vloroTurEZ",Potential Suicide post ,want remind yall without iris barry allen would dead right shes useless right
"@RedMummy I feel better today, got some sleep and its not raining so can take the beasts out",Not Suicide post,feel better today got sleep raining take beast
@CITYPUBLICITY During revamp and shortly after. They're out of $ now &amp; in real trouble... but I'm going to be good &amp; not bag them publicy,Not Suicide post,revamp shortly theyre amp real trouble im going good amp bag publicy
i want to be a businessman.,Not Suicide post,want businessman
AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE .... IT TOOKâ¦ https://t.co/yif8DABTQm,Potential Suicide post ,effect frozen repeat save edit want actually fucking die took
Oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha XX,Not Suicide post,oh god sweet nicotine tar crave bad today wrong lol hahaha xx
@callumfloyd Welcome to the jungle!,Not Suicide post,welcome jungle
"@NFear,Chicago, IL,Life is hard. I never thought Iâd come onto social media to vent/talk about my feelings. But man my life sucks. I dont want attention but I know this tweet makes it look like I do. Iâm done streaming, YouTube, and just playing games all together. Just donât wanna be here anymore.",Potential Suicide post ,chicago illife hard never thought id come onto social medium venttalk feeling man life suck dont want attention know tweet make look like im done streaming youtube playing game together dont wan na anymore
i am a 20 year old transgirl who has been on hormones for about 4 months recently i suffered from a depressive episode due to gender dysphoria until about a couple weeks ago i just got a job and i was presenting myself as female and using a female name the only problem is that i still look somewhat masculine so i get stared at constantly and dismissed i cannot connect with any of my coworkers because i look and act strange to them i know i am supposed to wait on these hormones but i am really scared what if they dont work what if i ll get beaten up what if i lose my job due to just being me i want to be happy but its so hard its gotten to the point where all i do is just think about death and hope maybe i will get a do over i just cant take any of this anymore,Potential Suicide post ,year old transgirl hormone month recently suffered depressive episode due gender dysphoria couple week ago got job presenting female using female name problem still look somewhat masculine get stared constantly dismissed connect coworkers look act strange know supposed wait hormone really scared dont work get beaten lose job due want happy hard gotten point think death hope maybe get cant take anymore
morning everyone.,Not Suicide post,morning everyone
"RT @hanniepower: Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst times. Fâ¦",Potential Suicide post ,rt today one year ago lost neighbour friend quote got worst time f
@T_sos2 9 tails or not if he wanted to kill him heâd be dead. Itachi couldâve killed him but he didnât want to...idâ¦ https://t.co/ndYXd8jgBu,Potential Suicide post ,tail wanted kill hed dead itachi couldve killed didnt want toid
RT @Gorb_FanClub: Congratulations to Gorb for graduating middle school. We all hope you strive for greatness like you do on cod4,Not Suicide post,rt congratulation gorb graduating middle school hope strive greatness like cod
I just had to google &quot;How to insert MicroSD into Blackberry Bold&quot; Found it though!,Not Suicide post,google quothow insert microsd blackberry boldquot found though
"Awake....hopin my big brother gots time 4 me 2day, just a lil bit atleast. Yay but Katelyn might come up to hang with me",Not Suicide post,awakehopin big brother gots time day lil bit atleast yay katelyn might come hang
RT @Bob41Dylan: Happy birthday to the legendary Neil Young! He turns 73 today! https://t.co/E5DRjzKM6i,Not Suicide post,rt happy birthday legendary neil young turn today
"RT @darkles_sparkle: @GameOfThrones ""My name is Arya Stark. I want you to know that. The last thing youâre ever going to see is a Stark smiâ¦",Potential Suicide post ,rt name arya stark want know last thing youre ever going see stark smi
"@marijamilovanov oh, hell yeah... but, that list should be made very passionately... oops, I ment patiently",Not Suicide post,oh hell yeah list made passionately oops ment patiently
@ImWendy lol - yeah they can be loud so depends where your dryer is but they do get rid of the static - very sneaky bout the dog lolx,Not Suicide post,lol yeah loud depends dryer get rid static sneaky bout dog lolx
somebody just fucking kill me please,Potential Suicide post ,somebody fucking kill please
@FuckenJew Too shy for that. Plus he already stole my brain in my sleep.,Not Suicide post,shy plus already stole brain sleep
@Linc4Justice nah- you're not unfortunate- i dont eat that stuff cause i want to live a few years longer- you're one of the smart ones,Not Suicide post,nah youre unfortunate dont eat stuff cause want live year longer youre one smart one
@mileycyrus yess I do ! and im in boston for a college fair and not school hahaa,Not Suicide post,yes im boston college fair school hahaa
@mikebairos we don't have tix just going to attend festivities,Not Suicide post,dont tix going attend festivity
happy birthdaaaaayyy bebe @noveloraineee ðgodbless youuu,Not Suicide post,happy birthdaaaaayyy bebe godbless youuu
@darkmagique O Yes i aM For Sure! Am sooo happy that he checked it out AgaiN... What TiMe ?..Onish? Jaaaaaah ! Lolm !,Not Suicide post,yes sure sooo happy checked time onish jaaaaaah lolm
"Downloaded the pollock app, I quite like it! Drew a flower lolz http://twitpic.com/2y7t8",Not Suicide post,downloaded pollock app quite like drew flower lolz
I literally hate myself for reading this damn book,Potential Suicide post ,literally hate reading damn book
@FortniteGame Better be adding bouncers back then. No way yâall are dumb enough to add this big a game change thenâ¦ https://t.co/2GGc72XP5a,Potential Suicide post ,better adding bouncer back way yall dumb enough add big game change
RT @VRachal33: I swear to move forward or get ahead in life,Not Suicide post,rt swear move forward get ahead life
@intelligensia And a following four day week,Not Suicide post,following four day week
@JosephSadowitz @trs63 @forensicpathmd @drjudymelinek @NRA I donât want your guns. Seriously. Iâm not sure who doesâ¦ https://t.co/1JZiyqovSd,Potential Suicide post ,dont want gun seriously im sure
"@sallyinnorfolk awww, you'll have to use Twitter for company",Not Suicide post,youll use twitter company
@espiral08 we're coming back on sunday or monday!,Not Suicide post,coming back sunday monday
i just realized that in a month i can celebrate my birthday with watching the Wolverine movie then wwe Raw nice timing,Not Suicide post,realized month celebrate birthday watching wolverine movie wwe raw nice timing
in the process of making doll no. 2 and it's looking heaps better and cuter,Not Suicide post,process making doll looking heap better cuter
"@laurenbullo_k,Manchester, England,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,manchester englandrt dont want anymore
i cant wait to get this damn nose job so i can take new selfies 'cause i hate every single picture of myself includâ¦ https://t.co/86DCY27jXT,Potential Suicide post ,cant wait get damn nose job take new selfies cause hate every single picture includ
"@KayKay89 www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post,videoscommentampsuscribe amp follow cheer x
@thirdsectorlab Greetings.,Not Suicide post,greeting
@7anno he is a son of one of my friends,Not Suicide post,son one friend
f&amp;@k the weather!! I'm in Paris! Let's go have a beautiful day,Not Suicide post,famp weather im paris let go beautiful day
Iâm such a. Disgusting disappointment Iâve gotten visibly fatter my cheeks are puffy and my stomach has actually deâ¦ https://t.co/pzeLi6sSIH,Potential Suicide post ,im disgusting disappointment ive gotten visibly fatter cheek puffy stomach actually de
RT @RICHSOLEEK: Iâm happy I ainât the same person I was last year.,Not Suicide post,rt im happy aint person last year
almost broke down at class just because the most negative thoughts are kicking in and I'm mf tired of living hahahahahahahah,Potential Suicide post ,almost broke class negative thought kicking im mf tired living hahahahahahahah
i keep repeating to myself kill yourself kill yourself do it already i am ready to listen to my inner thoughts i have attempted in the past but at the last moment either i live through it just in a hellblaze of pain becoming a even bigger failure or my body stops me my mind screams to do it but sometimes my body just stops me sometimes my body will give up on life and i ll lay there wanting to shed a tear yet i know no one will care so i lay quietly in the darkness for days on end i try to drown out the voices with all i have left music but recently i dont care to listen to all i have to do what has stuck with me for all my life i am ready to listen to the voices i m ready to listen to my inner shouts if only i had easier access to guns my life would be so much harder but i dont instead i have to go out in either a more painfull way i hope others continue to have the will to carry on but sadly i think i lost mine ,Potential Suicide post ,keep repeating kill kill already ready listen inner thought attempted past last moment either live hellblaze pain becoming even bigger failure body stop mind scream sometimes body stop sometimes body give life lay wanting shed tear yet know one care lay quietly darkness day end try drown voice left music recently dont care listen stuck life ready listen voice ready listen inner shout easier access gun life would much harder dont instead go either painfull way hope others continue carry sadly think lost mine
@paulhuse ouch,Not Suicide post,ouch
gonna go cut up some chickeeeen,Not Suicide post,gon na go cut chickeeeen
@tarik653 I didn't want to think about it.,Not Suicide post,didnt want think
"@Jane_rodriguezz,Cotulla, TX  //  Lacoste, TX,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,cotulla tx lacoste txrt dont want anymore
@foodphilosophy magic rejuvenation...hmm I'm thinking Triple Oxygen Mask http://is.gd/kQkq and a Blissage105! Hang in there!,Not Suicide post,magic rejuvenationhmm im thinking triple oxygen mask blissage hang
JUST FUCKIN KILL ME,Potential Suicide post ,fuckin kill
@Bhavika looks like u found all the beer,Not Suicide post,look like u found beer
i just want to have a friend or a group of friends that dont leave me out,Potential Suicide post ,want friend group friend dont leave
@jyl_MomIF LoL today any woman who can handle 7 kids inspires me #inspire,Not Suicide post,lol today woman handle kid inspires
#smallbizz #entrepreneur #entrepreneurlifestyle https://t.co/dEHV7DED58,Potential Suicide post ,
"RT @milatorres170: I never had to do the most , throw shade or hate. I can be quiet and bitches still want me dead. Thatâs pure Hate and Iâ¦",Potential Suicide post ,rt never throw shade hate quiet bitch still want dead thats pure hate
"RT @Sal929: @WyattEarpLA Iâm actually tired of this!!! Itâs like living in a home where the troubled, deceitful child always wins! Itâs notâ¦",Potential Suicide post ,rt im actually tired like living home troubled deceitful child always win
Good morning! The sun is shining and I am going to the beach with a few bff's. See later when I am all tan.,Not Suicide post,good morning sun shining going beach bffs see later tan
RT @palestinianho: patient: i hate myself and i want to die,Potential Suicide post ,rt patient hate want die
But God does not only want us to be HAPPY; He wants us to be good.,Not Suicide post,god want u happy want u good
Photo: eatsleepdraw: so weirdÃ¯Â¿Â½ I like it. http://tumblr.com/xig1jujl3,Not Suicide post,photo eatsleepdraw weird like
"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",Potential Suicide post ,yo seriously need stop damn clingy peoplelike im bloody annoying hate
@tonytay113 hi thanks for the follow! did you finish fob trail?,Not Suicide post,hi thanks follow finish fob trail
I donât want them to come for my account. Literally the only thing keeping me through the miserable existence thatâ¦ https://t.co/XJF6MP8fJ7,Potential Suicide post ,dont want come account literally thing keeping miserable existence
RT @juicymarilee: i am such a loving and caring person,Not Suicide post,rt loving caring person
@nomadicmatt i'd like to be linked on your site http://www.worldresolution.net/travel,Not Suicide post,id like linked site
"@nminers Wherever the day takes us! On route to Youlgreave at mo, sun is waking up!",Not Suicide post,wherever day take u route youlgreave mo sun waking
my sleep was disturbed. i am looking to end a career today,Not Suicide post,sleep disturbed looking end career today
"@joshuawhite well, you do spend enough time there that you may as well subsidize your habit.",Not Suicide post,well spend enough time may well subsidize habit
,Not Suicide post,
Tired of living day by day like everythingâs alright,Potential Suicide post ,tired living day day like everythings alright
I just want to protect you...,Not Suicide post,want protect
We had a visit from our lovely zone head today .... nice,Not Suicide post,visit lovely zone head today nice
We were tired from the concert so we ate noodles instead. After weâd eaten Emily saw photos that the restaurant hasâ¦ https://t.co/uqI5KXdJD6,Potential Suicide post ,tired concert ate noodle instead wed eaten emily saw photo restaurant
RT @HanaMichels: I just found a suicide note (I'm fine) I wrote in April. Seems like my dates were wrong! This year. NBC commentators keepâ¦,Potential Suicide post ,rt found suicide note im fine wrote april seems like date wrong year nbc commentator keep
@MrsZee Go you,Not Suicide post,go
"Fast &amp; Furious: New Model, Original Parts a really good film",Not Suicide post,fast amp furious new model original part really good film
Ecstatic that Wal-Mart now carries Sambazon!!!,Not Suicide post,ecstatic walmart carry sambazon
i was assigned to sit next to the most awesome student in my class (Y) hahaha,Not Suicide post,assigned sit next awesome student class hahaha
"RT @AUTHORSWEEK: Congratulations Seye @seyeoke for being the latest @Author of the Week @AUTHORSWEEK. Keep on creating, keep on writing andâ¦",Not Suicide post,rt congratulation seye latest week keep creating keep writing
